CV1,CV2,free energy (kJ/mol)
-0.06,1.1585,54.9865
-0.0,1.1585,48.2641
0.06,1.1585,44.6784
0.12,1.1585,44.3032
0.18,1.1585,46.1877
0.24,1.1585,45.1855
0.3,1.1585,43.9597
0.36,1.1585,45.79
0.42,1.1585,49.7237
0.48,1.1585,49.8144
0.54,1.1585,49.4092
0.6,1.1585,47.2985
0.66,1.1585,46.5207
0.72,1.1585,46.9545
0.78,1.1585,48.6931
0.84,1.1585,49.3938
0.9,1.1585,48.445
0.96,1.1585,47.2531
1.02,1.1585,45.9919
1.08,1.1585,44.1849
1.14,1.1585,43.3419
1.2,1.1585,44.6028
1.26,1.1585,46.6978
1.32,1.1585,48.8354
1.38,1.1585,49.582
1.44,1.1585,47.5812
1.5,1.1585,45.2974
1.56,1.1585,44.579
1.62,1.1585,44.9376
1.68,1.1585,45.6346
1.74,1.1585,45.1372
1.8,1.1585,43.841
1.86,1.1585,43.6784
1.92,1.1585,43.2878
1.98,1.1585,41.6216
2.04,1.1585,39.5522
2.1,1.1585,37.879
2.16,1.1585,37.4685
2.22,1.1585,37.8487
2.28,1.1585,37.8844
2.34,1.1585,38.6289
2.4,1.1585,40.7899
2.46,1.1585,43.6207
2.52,1.1585,48.065
2.58,1.1585,54.2408
2.64,1.1585,61.232
2.7,1.1585,70.153
2.76,1.1585,78.5126
2.82,1.1585,83.7479
2.88,1.1585,91.2549
2.94,1.1585,106.6189
3.0,1.1585,inf
-3.0,1.175,inf
-2.94,1.175,inf
-2.88,1.175,inf
-2.82,1.175,inf
-2.76,1.175,inf
-2.7,1.175,inf
-2.64,1.175,inf
-2.58,1.175,inf
-2.52,1.175,inf
-2.46,1.175,inf
-2.4,1.175,inf
-2.34,1.175,inf
-2.28,1.175,inf
-2.22,1.175,inf
-2.16,1.175,inf
-2.1,1.175,inf
-2.04,1.175,inf
-1.98,1.175,inf
-1.92,1.175,inf
-1.86,1.175,inf
-1.8,1.175,inf
-1.74,1.175,inf
-1.68,1.175,inf
-1.62,1.175,inf
-1.56,1.175,inf
-1.5,1.175,inf
-1.44,1.175,inf
-1.38,1.175,inf
-1.32,1.175,inf
-1.26,1.175,inf
-1.2,1.175,inf
-1.14,1.175,inf
-1.08,1.175,inf
-1.02,1.175,inf
-0.96,1.175,inf
-0.9,1.175,inf
-0.84,1.175,inf
-0.78,1.175,inf
-0.72,1.175,inf
-0.66,1.175,111.9266
-0.6,1.175,101.5094
-0.54,1.175,94.6841
-0.48,1.175,91.4506
-0.42,1.175,91.8083
-0.36,1.175,95.7431
-0.3,1.175,101.9493
-0.24,1.175,95.7641
-0.18,1.175,90.4882
-0.12,1.175,67.3713
-0.06,1.175,57.3184
-0.0,1.175,50.3922
0.06,1.175,46.6602
0.12,1.175,46.219
0.18,1.175,48.2882
0.24,1.175,47.4232
0.3,1.175,46.1347
0.36,1.175,47.9795
0.42,1.175,52.1217
0.48,1.175,52.5059
0.54,1.175,52.126
0.6,1.175,49.9842
0.66,1.175,49.1538
0.72,1.175,49.5272
0.78,1.175,51.3461
0.84,1.175,52.1282
0.9,1.175,51.1393
0.96,1.175,49.7087
1.02,1.175,48.2872
1.08,1.175,46.3135
1.14,1.175,45.3965
1.2,1.175,46.5337
1.26,1.175,48.4292
1.32,1.175,50.2541
1.38,1.175,50.969
1.44,1.175,48.3015
1.5,1.175,45.6484
1.56,1.175,45.1134
1.62,1.175,45.8927
1.68,1.175,46.9741
1.74,1.175,46.0585
1.8,1.175,44.3048
1.86,1.175,43.8655
1.92,1.175,43.0824
1.98,1.175,41.6369
2.04,1.175,39.43
2.1,1.175,37.4969
2.16,1.175,36.7787
2.22,1.175,37.2239
2.28,1.175,37.516
2.34,1.175,38.1741
2.4,1.175,40.0949
2.46,1.175,42.8161
2.52,1.175,47.115
2.58,1.175,52.6184
2.64,1.175,58.8214
2.7,1.175,67.3188
2.76,1.175,75.5832
2.82,1.175,81.0488
2.88,1.175,88.68
2.94,1.175,103.561
3.0,1.175,inf
-3.0,1.1915,inf
-2.94,1.1915,inf
-2.88,1.1915,inf
-2.82,1.1915,inf
-2.76,1.1915,inf
-2.7,1.1915,inf
-2.64,1.1915,inf
-2.58,1.1915,inf
-2.52,1.1915,inf
-2.46,1.1915,inf
-2.4,1.1915,inf
-2.34,1.1915,inf
-2.28,1.1915,inf
-2.22,1.1915,inf
-2.16,1.1915,inf
-2.1,1.1915,inf
-2.04,1.1915,inf
-1.98,1.1915,inf
-1.92,1.1915,inf
-1.86,1.1915,inf
-1.8,1.1915,inf
-1.74,1.1915,inf
-1.68,1.1915,inf
-1.62,1.1915,inf
-1.56,1.1915,inf
-1.5,1.1915,inf
-1.44,1.1915,inf
-1.38,1.1915,inf
-1.32,1.1915,inf
-1.26,1.1915,inf
-1.2,1.1915,inf
-1.14,1.1915,inf
-1.08,1.1915,inf
-1.02,1.1915,inf
-0.96,1.1915,inf
-0.9,1.1915,inf
-0.84,1.1915,inf
-0.78,1.1915,inf
-0.72,1.1915,inf
-0.66,1.1915,113.8914
-0.6,1.1915,103.4742
-0.54,1.1915,96.6489
-0.48,1.1915,93.4154
-0.42,1.1915,93.7727
-0.36,1.1915,97.6998
-0.3,1.1915,103.2064
-0.24,1.1915,96.1954
-0.18,1.1915,90.9187
-0.12,1.1915,72.5378
-0.06,1.1915,61.153
-0.0,1.1915,53.3569
0.06,1.1915,49.1523
0.12,1.1915,48.5348
0.18,1.1915,51.0806
0.24,1.1915,50.2463
0.3,1.1915,48.6529
0.36,1.1915,50.5263
0.42,1.1915,54.9548
0.48,1.1915,55.4291
0.54,1.1915,56.5876
0.6,1.1915,57.6802
0.66,1.1915,54.6226
0.72,1.1915,53.4554
0.78,1.1915,54.9142
0.84,1.1915,55.0102
0.9,1.1915,53.8643
0.96,1.1915,52.3355
1.02,1.1915,50.8307
1.08,1.1915,48.7062
1.14,1.1915,47.7176
1.2,1.1915,48.723
1.26,1.1915,50.3528
1.32,1.1915,51.7256
1.38,1.1915,52.3645
1.44,1.1915,48.9988
1.5,1.1915,46.1028
1.56,1.1915,45.7721
1.62,1.1915,46.9854
1.68,1.1915,48.3841
1.74,1.1915,46.9996
1.8,1.1915,44.894
1.86,1.1915,43.9682
1.92,1.1915,42.6015
1.98,1.1915,41.549
2.04,1.1915,39.4402
2.1,1.1915,37.2387
2.16,1.1915,36.217
2.22,1.1915,36.7248
2.28,1.1915,37.2981
2.34,1.1915,37.8488
2.4,1.1915,39.4297
2.46,1.1915,41.9464
2.52,1.1915,46.0434
2.58,1.1915,50.961
2.64,1.1915,56.6805
2.7,1.1915,64.8624
2.76,1.1915,72.8782
2.82,1.1915,78.485
2.88,1.1915,86.2483
2.94,1.1915,100.3333
3.0,1.1915,113.0011
-3.0,1.208,inf
-2.94,1.208,inf
-2.88,1.208,inf
-2.82,1.208,inf
-2.76,1.208,inf
-2.7,1.208,inf
-2.64,1.208,inf
-2.58,1.208,inf
-2.52,1.208,inf
-2.46,1.208,inf
-2.4,1.208,inf
-2.34,1.208,inf
-2.28,1.208,inf
-2.22,1.208,inf
-2.16,1.208,inf
-2.1,1.208,inf
-2.04,1.208,inf
-1.98,1.208,inf
-1.92,1.208,inf
-1.86,1.208,inf
-1.8,1.208,inf
-1.74,1.208,inf
-1.68,1.208,inf
-1.62,1.208,inf
-1.56,1.208,inf
-1.5,1.208,inf
-1.44,1.208,inf
-1.38,1.208,inf
-1.32,1.208,inf
-1.26,1.208,inf
-1.2,1.208,inf
-1.14,1.208,inf
-1.08,1.208,inf
-1.02,1.208,inf
-0.96,1.208,inf
-0.9,1.208,inf
-0.84,1.208,inf
-0.78,1.208,inf
-0.72,1.208,inf
-0.66,1.208,116.1278
-0.6,1.208,105.7107
-0.54,1.208,98.8853
-0.48,1.208,95.6518
-0.42,1.208,96.0086
-0.36,1.208,99.924
-0.3,1.208,104.5218
-0.24,1.208,96.8982
-0.18,1.208,91.6209
-0.12,1.208,74.8896
-0.06,1.208,63.5079
-0.0,1.208,55.7119
0.06,1.208,51.5074
0.12,1.208,50.8906
0.18,1.208,53.4865
0.24,1.208,52.9201
0.3,1.208,51.3422
0.36,1.208,53.2303
0.42,1.208,58.7064
0.48,1.208,68.556
0.54,1.208,64.1209
0.6,1.208,62.1147
0.66,1.208,61.7217
0.72,1.208,63.5356
0.78,1.208,67.1396
0.84,1.208,67.6053
0.9,1.208,64.2232
0.96,1.208,59.0963
1.02,1.208,54.9109
1.08,1.208,51.4976
1.14,1.208,50.3145
1.2,1.208,51.1657
1.26,1.208,52.4776
1.32,1.208,53.3502
1.38,1.208,53.8136
1.44,1.208,49.7581
1.5,1.208,46.7203
1.56,1.208,46.5785
1.62,1.208,48.2262
1.68,1.208,49.865
1.74,1.208,48.0068
1.8,1.208,45.6182
1.86,1.208,43.9271
1.92,1.208,41.9773
1.98,1.208,41.3862
2.04,1.208,39.6147
2.1,1.208,37.1347
2.16,1.208,35.8259
2.22,1.208,36.3787
2.28,1.208,37.2152
2.34,1.208,37.6151
2.4,1.208,38.775
2.46,1.208,41.0452
2.52,1.208,44.9147
2.58,1.208,49.3279
2.64,1.208,54.7019
2.7,1.208,62.5597
2.76,1.208,70.1685
2.82,1.208,76.0341
2.88,1.208,84.0417
2.94,1.208,97.7271
3.0,1.208,109.9826
-3.0,1.2245,inf
-2.94,1.2245,inf
-2.88,1.2245,inf
-2.82,1.2245,inf
-2.76,1.2245,inf
-2.7,1.2245,inf
-2.64,1.2245,inf
-2.58,1.2245,inf
-2.52,1.2245,inf
-2.46,1.2245,inf
-2.4,1.2245,inf
-2.34,1.2245,inf
-2.28,1.2245,inf
-2.22,1.2245,inf
-2.16,1.2245,inf
-2.1,1.2245,inf
-2.04,1.2245,inf
-1.98,1.2245,inf
-1.92,1.2245,inf
-1.86,1.2245,inf
-1.8,1.2245,inf
-1.74,1.2245,inf
-1.68,1.2245,inf
-1.62,1.2245,inf
-1.56,1.2245,inf
-1.5,1.2245,inf
-1.44,1.2245,inf
-1.38,1.2245,inf
-1.32,1.2245,inf
-1.26,1.2245,inf
-1.2,1.2245,inf
-1.14,1.2245,inf
-1.08,1.2245,inf
-1.02,1.2245,inf
-0.96,1.2245,inf
-0.9,1.2245,inf
-0.84,1.2245,inf
-0.78,1.2245,inf
-0.72,1.2245,inf
-0.66,1.2245,118.6359
-0.6,1.2245,108.2187
-0.54,1.2245,101.3934
-0.48,1.2245,98.1598
-0.42,1.2245,98.5159
-0.36,1.2245,102.4135
-0.3,1.2245,105.92
-0.24,1.2245,97.8725
-0.18,1.2245,92.5948
-0.12,1.2245,77.5101
-0.06,1.2245,66.1337
-0.0,1.2245,58.3374
0.06,1.2245,54.132
0.12,1.2245,53.5163
0.18,1.2245,56.4868
0.24,1.2245,63.0352
0.3,1.2245,77.7895
0.36,1.2245,75.3427
0.42,1.2245,75.384
0.48,1.2245,71.6788
0.54,1.2245,67.1335
0.6,1.2245,65.9779
0.66,1.2245,67.5385
0.72,1.2245,69.6317
0.78,1.2245,70.873
0.84,1.2245,70.4923
0.9,1.2245,71.239
0.96,1.2245,68.6843
1.02,1.2245,66.681
1.08,1.2245,62.0043
1.14,1.2245,57.0967
1.2,1.2245,54.9442
1.26,1.2245,54.7455
1.32,1.2245,54.961
1.38,1.2245,55.2651
1.44,1.2245,50.6502
1.5,1.2245,47.543
1.56,1.2245,47.5608
1.62,1.2245,49.6638
1.68,1.2245,51.5974
1.74,1.2245,49.1742
1.8,1.2245,46.4566
1.86,1.2245,43.7515
1.92,1.2245,41.3682
1.98,1.2245,41.1927
2.04,1.2245,39.9597
2.1,1.2245,37.2006
2.16,1.2245,35.6331
2.22,1.2245,36.209
2.28,1.2245,37.2517
2.34,1.2245,37.4354
2.4,1.2245,38.1408
2.46,1.2245,40.1786
2.52,1.2245,43.8114
2.58,1.2245,47.7732
2.64,1.2245,52.8703
2.7,1.2245,60.4276
2.76,1.2245,67.793
2.82,1.2245,73.8527
2.88,1.2245,82.0208
2.94,1.2245,95.3793
3.0,1.2245,107.2359
-3.0,1.241,inf
-2.94,1.241,inf
-2.88,1.241,inf
-2.82,1.241,inf
-2.76,1.241,inf
-2.7,1.241,inf
-2.64,1.241,inf
-2.58,1.241,inf
-2.52,1.241,inf
-2.46,1.241,inf
-2.4,1.241,inf
-2.34,1.241,inf
-2.28,1.241,inf
-2.22,1.241,inf
-2.16,1.241,inf
-2.1,1.241,inf
-2.04,1.241,inf
-1.98,1.241,inf
-1.92,1.241,inf
-1.86,1.241,inf
-1.8,1.241,inf
-1.74,1.241,inf
-1.68,1.241,inf
-1.62,1.241,inf
-1.56,1.241,inf
-1.5,1.241,inf
-1.44,1.241,inf
-1.38,1.241,inf
-1.32,1.241,inf
-1.26,1.241,inf
-1.2,1.241,inf
-1.14,1.241,inf
-1.08,1.241,inf
-1.02,1.241,inf
-0.96,1.241,inf
-0.9,1.241,inf
-0.84,1.241,inf
-0.78,1.241,inf
-0.72,1.241,inf
-0.66,1.241,121.4156
-0.6,1.241,110.9985
-0.54,1.241,104.1731
-0.48,1.241,100.9395
-0.42,1.241,101.2944
-0.36,1.241,105.1652
-0.3,1.241,107.4445
-0.24,1.241,99.1183
-0.18,1.241,93.8402
-0.12,1.241,91.9096
-0.06,1.241,85.5085
-0.0,1.241,76.8118
0.06,1.241,71.0274
0.12,1.241,68.4421
0.18,1.241,69.2603
0.24,1.241,73.5592
0.3,1.241,77.0256
0.36,1.241,74.3517
0.42,1.241,74.6986
0.48,1.241,73.775
0.54,1.241,69.4904
0.6,1.241,68.454
0.66,1.241,70.9081
0.72,1.241,74.6868
0.78,1.241,73.9185
0.84,1.241,72.9663
0.9,1.241,73.6567
0.96,1.241,71.0304
1.02,1.241,69.6432
1.08,1.241,68.3415
1.14,1.241,62.2173
1.2,1.241,58.6696
1.26,1.241,57.2163
1.32,1.241,56.8688
1.38,1.241,57.0024
1.44,1.241,51.7456
1.5,1.241,48.5933
1.56,1.241,48.7308
1.62,1.241,51.1961
1.68,1.241,53.2278
1.74,1.241,50.4791
1.8,1.241,47.3375
1.86,1.241,43.5327
1.92,1.241,40.8896
1.98,1.241,41.0292
2.04,1.241,40.4686
2.1,1.241,37.4495
2.16,1.241,35.6582
2.22,1.241,36.2333
2.28,1.241,37.3937
2.34,1.241,37.2848
2.4,1.241,37.5605
2.46,1.241,39.4081
2.52,1.241,42.7902
2.58,1.241,46.3382
2.64,1.241,51.217
2.7,1.241,58.5078
2.76,1.241,65.6043
2.82,1.241,71.8031
2.88,1.241,80.1316
2.94,1.241,93.2853
3.0,1.241,104.7607
-3.0,1.2575,inf
-2.94,1.2575,inf
-2.88,1.2575,inf
-2.82,1.2575,inf
-2.76,1.2575,inf
-2.7,1.2575,inf
-2.64,1.2575,inf
-2.58,1.2575,inf
-2.52,1.2575,inf
-2.46,1.2575,inf
-2.4,1.2575,inf
-2.34,1.2575,inf
-2.28,1.2575,inf
-2.22,1.2575,inf
-2.16,1.2575,inf
-2.1,1.2575,inf
-2.04,1.2575,inf
-1.98,1.2575,inf
-1.92,1.2575,inf
-1.86,1.2575,inf
-1.8,1.2575,inf
-1.74,1.2575,inf
-1.68,1.2575,inf
-1.62,1.2575,inf
-1.56,1.2575,inf
-1.5,1.2575,inf
-1.44,1.2575,inf
-1.38,1.2575,inf
-1.32,1.2575,inf
-1.26,1.2575,inf
-1.2,1.2575,inf
-1.14,1.2575,inf
-1.08,1.2575,inf
-1.02,1.2575,inf
-0.96,1.2575,inf
-0.9,1.2575,inf
-0.84,1.2575,inf
-0.78,1.2575,inf
-0.72,1.2575,inf
-0.66,1.2575,inf
-0.6,1.2575,inf
-0.54,1.2575,137.7849
-0.48,1.2575,126.8998
-0.42,1.2575,119.6065
-0.36,1.2575,115.6951
-0.3,1.2575,109.3158
-0.24,1.2575,100.6357
-0.18,1.2575,95.3573
-0.12,1.2575,93.3549
-0.06,1.2575,86.2054
-0.0,1.2575,77.3814
0.06,1.2575,71.5169
0.12,1.2575,68.8894
0.18,1.2575,69.6898
0.24,1.2575,73.9617
0.3,1.2575,76.4608
0.36,1.2575,73.6305
0.42,1.2575,74.0642
0.48,1.2575,75.6172
0.54,1.2575,72.0996
0.6,1.2575,71.0742
0.66,1.2575,73.6268
0.72,1.2575,78.8876
0.78,1.2575,77.1737
0.84,1.2575,75.7385
0.9,1.2575,76.7435
0.96,1.2575,74.971
1.02,1.2575,73.9374
1.08,1.2575,75.7474
1.14,1.2575,71.8191
1.2,1.2575,65.1573
1.26,1.2575,60.4167
1.32,1.2575,58.9409
1.38,1.2575,58.654
1.44,1.2575,53.0851
1.5,1.2575,49.9019
1.56,1.2575,50.1206
1.62,1.2575,52.9074
1.68,1.2575,55.1088
1.74,1.2575,52.0255
1.8,1.2575,48.1789
1.86,1.2575,43.3866
1.92,1.2575,40.6084
1.98,1.2575,40.9613
2.04,1.2575,41.1232
2.1,1.2575,37.8911
2.16,1.2575,35.9135
2.22,1.2575,36.4629
2.28,1.2575,37.6318
2.34,1.2575,37.1629
2.4,1.2575,37.0769
2.46,1.2575,38.7745
2.52,1.2575,41.878
2.58,1.2575,45.0399
2.64,1.2575,49.7344
2.7,1.2575,56.7559
2.76,1.2575,63.5652
2.82,1.2575,69.7733
2.88,1.2575,77.9449
2.94,1.2575,89.8426
3.0,1.2575,102.5572
-3.0,1.274,inf
-2.94,1.274,inf
-2.88,1.274,inf
-2.82,1.274,inf
-2.76,1.274,inf
-2.7,1.274,inf
-2.64,1.274,inf
-2.58,1.274,inf
-2.52,1.274,inf
-2.46,1.274,inf
-2.4,1.274,inf
-2.34,1.274,inf
-2.28,1.274,inf
-2.22,1.274,inf
-2.16,1.274,inf
-2.1,1.274,inf
-2.04,1.274,inf
-1.98,1.274,inf
-1.92,1.274,inf
-1.86,1.274,inf
-1.8,1.274,inf
-1.74,1.274,inf
-1.68,1.274,inf
-1.62,1.274,inf
-1.56,1.274,inf
-1.5,1.274,inf
-1.44,1.274,inf
-1.38,1.274,inf
-1.32,1.274,inf
-1.26,1.274,inf
-1.2,1.274,inf
-1.14,1.274,inf
-1.08,1.274,inf
-1.02,1.274,inf
-0.96,1.274,inf
-0.9,1.274,inf
-0.84,1.274,inf
-0.78,1.274,inf
-0.72,1.274,inf
-0.66,1.274,inf
-0.6,1.274,inf
-0.54,1.274,140.0987
-0.48,1.274,129.2136
-0.42,1.274,121.9203
-0.36,1.274,117.9622
-0.3,1.274,111.14
-0.24,1.274,102.4247
-0.18,1.274,97.146
-0.12,1.274,95.0523
-0.06,1.274,87.151
-0.0,1.274,78.2071
0.06,1.274,72.2687
0.12,1.274,69.6043
0.18,1.274,70.3894
0.24,1.274,74.6238
0.3,1.274,76.1153
0.36,1.274,73.1805
0.42,1.274,73.6458
0.48,1.274,77.7029
0.54,1.274,85.3519
0.6,1.274,104.4959
0.66,1.274,93.1444
0.72,1.274,85.3848
0.78,1.274,81.2164
0.84,1.274,80.593
0.9,1.274,81.1267
0.96,1.274,77.5581
1.02,1.274,76.4419
1.08,1.274,78.8117
1.14,1.274,76.2668
1.2,1.274,67.6826
1.26,1.274,62.6081
1.32,1.274,61.0877
1.38,1.274,60.4081
1.44,1.274,54.6255
1.5,1.274,51.4536
1.56,1.274,51.7428
1.62,1.274,54.804
1.68,1.274,57.0909
1.74,1.274,53.7044
1.8,1.274,48.9252
1.86,1.274,43.4035
1.92,1.274,40.5607
1.98,1.274,41.0489
2.04,1.274,41.9113
2.1,1.274,38.537
2.16,1.274,36.4066
2.22,1.274,36.9019
2.28,1.274,37.9624
2.34,1.274,37.0947
2.4,1.274,36.7288
2.46,1.274,38.2967
2.52,1.274,41.0829
2.58,1.274,43.8925
2.64,1.274,48.4223
2.7,1.274,55.1534
2.76,1.274,61.6921
2.82,1.274,67.9385
2.88,1.274,76.0572
2.94,1.274,87.486
3.0,1.274,100.6253
-3.0,1.2905,inf
-2.94,1.2905,inf
-2.88,1.2905,inf
-2.82,1.2905,inf
-2.76,1.2905,inf
-2.7,1.2905,inf
-2.64,1.2905,inf
-2.58,1.2905,inf
-2.52,1.2905,inf
-2.46,1.2905,inf
-2.4,1.2905,inf
-2.34,1.2905,inf
-2.28,1.2905,inf
-2.22,1.2905,inf
-2.16,1.2905,inf
-2.1,1.2905,inf
-2.04,1.2905,inf
-1.98,1.2905,inf
-1.92,1.2905,inf
-1.86,1.2905,inf
-1.8,1.2905,inf
-1.74,1.2905,inf
-1.68,1.2905,inf
-1.62,1.2905,inf
-1.56,1.2905,inf
-1.5,1.2905,inf
-1.44,1.2905,inf
-1.38,1.2905,inf
-1.32,1.2905,inf
-1.26,1.2905,inf
-1.2,1.2905,inf
-1.14,1.2905,inf
-1.08,1.2905,inf
-1.02,1.2905,inf
-0.96,1.2905,inf
-0.9,1.2905,inf
-0.84,1.2905,inf
-0.78,1.2905,inf
-0.72,1.2905,inf
-0.66,1.2905,inf
-0.6,1.2905,inf
-0.54,1.2905,142.6842
-0.48,1.2905,131.7991
-0.42,1.2905,124.5058
-0.36,1.2905,120.4911
-0.3,1.2905,113.2294
-0.24,1.2905,104.4852
-0.18,1.2905,99.2063
-0.12,1.2905,96.9974
-0.06,1.2905,88.3464
-0.0,1.2905,79.2898
0.06,1.2905,73.284
0.12,1.2905,70.5873
0.18,1.2905,71.3592
0.24,1.2905,75.5393
0.3,1.2905,76.0053
0.36,1.2905,73.0018
0.42,1.2905,73.4671
0.48,1.2905,77.5243
0.54,1.2905,85.1733
0.6,1.2905,116.4826
0.66,1.2905,104.1994
0.72,1.2905,95.5081
0.78,1.2905,90.4014
0.84,1.2905,88.4934
0.9,1.2905,84.7891
0.96,1.2905,80.3324
1.02,1.2905,79.1896
1.08,1.2905,81.2129
1.14,1.2905,78.4995
1.2,1.2905,70.1011
1.26,1.2905,65.0299
1.32,1.2905,63.5026
1.38,1.2905,62.4024
1.44,1.2905,56.4374
1.5,1.2905,53.2814
1.56,1.2905,53.6598
1.62,1.2905,57.0882
1.68,1.2905,59.4385
1.74,1.2905,55.5455
1.8,1.2905,49.6131
1.86,1.2905,43.6352
1.92,1.2905,40.7634
1.98,1.2905,41.3331
2.04,1.2905,42.8236
2.1,1.2905,39.397
2.16,1.2905,37.1412
2.22,1.2905,37.5486
2.28,1.2905,38.3889
2.34,1.2905,37.1206
2.4,1.2905,36.5451
2.46,1.2905,37.9789
2.52,1.2905,40.4082
2.58,1.2905,42.9085
2.64,1.2905,47.2833
2.7,1.2905,53.6974
2.76,1.2905,59.9565
2.82,1.2905,66.1675
2.88,1.2905,74.0784
2.94,1.2905,84.6599
3.0,1.2905,97.8449
-3.0,1.307,inf
-2.94,1.307,inf
-2.88,1.307,inf
-2.82,1.307,inf
-2.76,1.307,inf
-2.7,1.307,inf
-2.64,1.307,inf
-2.58,1.307,inf
-2.52,1.307,inf
-2.46,1.307,inf
-2.4,1.307,inf
-2.34,1.307,inf
-2.28,1.307,inf
-2.22,1.307,inf
-2.16,1.307,inf
-2.1,1.307,inf
-2.04,1.307,inf
-1.98,1.307,inf
-1.92,1.307,inf
-1.86,1.307,inf
-1.8,1.307,inf
-1.74,1.307,inf
-1.68,1.307,inf
-1.62,1.307,inf
-1.56,1.307,inf
-1.5,1.307,inf
-1.44,1.307,inf
-1.38,1.307,inf
-1.32,1.307,inf
-1.26,1.307,inf
-1.2,1.307,inf
-1.14,1.307,inf
-1.08,1.307,inf
-1.02,1.307,inf
-0.96,1.307,inf
-0.9,1.307,inf
-0.84,1.307,inf
-0.78,1.307,inf
-0.72,1.307,inf
-0.66,1.307,inf
-0.6,1.307,inf
-0.54,1.307,inf
-0.48,1.307,inf
-0.42,1.307,inf
-0.36,1.307,128.1531
-0.3,1.307,115.6897
-0.24,1.307,106.8181
-0.18,1.307,101.5383
-0.12,1.307,99.1855
-0.06,1.307,89.7929
-0.0,1.307,80.6304
0.06,1.307,74.5637
0.12,1.307,71.8388
0.18,1.307,72.5993
0.24,1.307,76.6993
0.3,1.307,76.1428
0.36,1.307,73.0949
0.42,1.307,73.5602
0.48,1.307,77.6173
0.54,1.307,85.2663
0.6,1.307,113.5053
0.66,1.307,101.2222
0.72,1.307,92.5309
0.78,1.307,87.4311
0.84,1.307,85.9095
0.9,1.307,87.4157
0.96,1.307,87.0713
1.02,1.307,85.6433
1.08,1.307,82.9136
1.14,1.307,79.9006
1.2,1.307,72.7695
1.26,1.307,67.7216
1.32,1.307,66.1816
1.38,1.307,64.6295
1.44,1.307,58.5161
1.5,1.307,55.3637
1.56,1.307,55.7737
1.62,1.307,59.3987
1.68,1.307,61.8843
1.74,1.307,57.4643
1.8,1.307,50.3435
1.86,1.307,44.1119
1.92,1.307,41.2275
1.98,1.307,41.8458
2.04,1.307,43.8659
2.1,1.307,40.4798
2.16,1.307,38.1171
2.22,1.307,38.3952
2.28,1.307,38.9225
2.34,1.307,37.282
2.4,1.307,36.5435
2.46,1.307,37.8152
2.52,1.307,39.8564
2.58,1.307,42.0944
2.64,1.307,46.3106
2.7,1.307,52.3763
2.76,1.307,58.3518
2.82,1.307,64.4582
2.88,1.307,72.1378
2.94,1.307,82.302
3.0,1.307,95.6583
-3.0,1.3235,inf
-2.94,1.3235,inf
-2.88,1.3235,inf
-2.82,1.3235,inf
-2.76,1.3235,inf
-2.7,1.3235,inf
-2.64,1.3235,inf
-2.58,1.3235,inf
-2.52,1.3235,inf
-2.46,1.3235,inf
-2.4,1.3235,inf
-2.34,1.3235,inf
-2.28,1.3235,inf
-2.22,1.3235,inf
-2.16,1.3235,inf
-2.1,1.3235,inf
-2.04,1.3235,inf
-1.98,1.3235,inf
-1.92,1.3235,inf
-1.86,1.3235,inf
-1.8,1.3235,inf
-1.74,1.3235,inf
-1.68,1.3235,inf
-1.62,1.3235,inf
-1.56,1.3235,inf
-1.5,1.3235,inf
-1.44,1.3235,inf
-1.38,1.3235,inf
-1.32,1.3235,inf
-1.26,1.3235,inf
-1.2,1.3235,inf
-1.14,1.3235,inf
-1.08,1.3235,inf
-1.02,1.3235,inf
-0.96,1.3235,inf
-0.9,1.3235,inf
-0.84,1.3235,inf
-0.78,1.3235,inf
-0.72,1.3235,inf
-0.66,1.3235,inf
-0.6,1.3235,inf
-0.54,1.3235,inf
-0.48,1.3235,inf
-0.42,1.3235,inf
-0.36,1.3235,130.7567
-0.3,1.3235,118.2932
-0.24,1.3235,109.4217
-0.18,1.3235,104.1419
-0.12,1.3235,101.6118
-0.06,1.3235,91.4912
-0.0,1.3235,82.2299
0.06,1.3235,76.1087
0.12,1.3235,73.3594
0.18,1.3235,74.11
0.24,1.3235,78.0907
0.3,1.3235,76.536
0.36,1.3235,73.4595
0.42,1.3235,73.9248
0.48,1.3235,77.982
0.54,1.3235,85.631
0.6,1.3235,110.7997
0.66,1.3235,98.5165
0.72,1.3235,89.8252
0.78,1.3235,84.7254
0.84,1.3235,83.2017
0.9,1.3235,84.6241
0.96,1.3235,83.9981
1.02,1.3235,82.6415
1.08,1.3235,80.1053
1.14,1.3235,78.9464
1.2,1.3235,80.9279
1.26,1.3235,83.3807
1.32,1.3235,77.0977
1.38,1.3235,67.572
1.44,1.3235,60.8667
1.5,1.3235,57.7137
1.56,1.3235,58.1472
1.62,1.3235,62.0441
1.68,1.3235,64.8632
1.74,1.3235,59.3817
1.8,1.3235,51.2093
1.86,1.3235,44.8474
1.92,1.3235,41.9577
1.98,1.3235,42.6049
2.04,1.3235,45.0518
2.1,1.3235,41.7911
2.16,1.3235,39.3304
2.22,1.3235,39.43
2.28,1.3235,39.5804
2.34,1.3235,37.6119
2.4,1.3235,36.7307
2.46,1.3235,37.7915
2.52,1.3235,39.4289
2.58,1.3235,41.4496
2.64,1.3235,45.4909
2.7,1.3235,51.1799
2.76,1.3235,56.8858
2.82,1.3235,62.8507
2.88,1.3235,70.2648
