CV1,CV2,free energy (kJ/mol)
-0.9,2.0,inf
-0.84,2.0,inf
-0.78,2.0,inf
-0.72,2.0,inf
-0.66,2.0,inf
-0.6,2.0,inf
-0.54,2.0,inf
-0.48,2.0,inf
-0.42,2.0,inf
-0.36,2.0,inf
-0.3,2.0,inf
-0.24,2.0,inf
-0.18,2.0,inf
-0.12,2.0,inf
-0.06,2.0,inf
-0.0,2.0,inf
0.06,2.0,inf
0.12,2.0,inf
0.18,2.0,114.1727
0.24,2.0,102.2858
0.3,2.0,93.9904
0.36,2.0,89.2853
